"Invalid attribute requested: %s","Yêu cầu thuộc tính không hợp lệ: %s"
"Invalid attribute type","Kiểu thuộc tính không hợp lệ"
"Invalid character encountered in increment ID: %s","Invalid character encountered in increment ID: %s"
"Invalid date","Ngày không hợp lệ"
"Invalid default date","Ngày mặc định không hợp lệ"
"Invalid default decimal value","Invalid default decimal value"
"Invalid entity specified","Invalid entity specified"
"Invalid entity supplied.","Invalid entity supplied."
"Invalid entity supplied: %s","Invalid entity supplied: %s"
"Invalid entity type","Invalid entity type"
"Invalid entity_id, skipping the record.","Invalid entity_id, skipping the record."
"Invalid entity_type specified: %s","Invalid entity_type specified: %s"
"Invalid foreign key","Invalid foreign key"
"Invalid form type.","Invalid form type."
"Invalid joint fields","Invalid joint fields"
"Invalid store specified","Invalid store specified"
"Invalid type given. String expected","Invalid type given. String expected"
"Joined field with this alias is already declared","Joined field with this alias is already declared"
"Joint field or attribute expression with this alias is already declared","Joint field or attribute expression with this alias is already declared"
"Letters","Letters"
"Letters (a-z, A-Z) or Numbers (0-9)","Letters (a-z, A-Z) or Numbers (0-9)"
"Loaded %d records","Đã tải %d dữ liệu"
"Maximum length of attribute code must be less then %s symbols","Maximum length of attribute code must be less then %s symbols"
"Multiple Select","Nhiều lựa chọn"
"No","Không"
"No options found in config node %s","No options found in config node %s"
"None","Không"
"Not shared with other products","Not shared with other products"
"Problem loading the collection, aborting. Error: %s","Problem loading the collection, aborting. Error: %s"
"Problem saving the collection, aborting. Error: %s","Problem saving the collection, aborting. Error: %s"
"Required","Bắt buộc"
"Saved %d record(s).","Saved %d record(s)."
"Source model ""%s"" not found for attribute ""%s""","Source model ""%s"" not found for attribute ""%s"""
"System","Hệ thống"
"Text Area","Text Area"
"Text Field","Text Field"
"The attribute code \'%s\' is reserved by system. Please try another attribute code","The attribute code \'%s\' is reserved by system. Please try another attribute code"
"The value of attribute ""%s"" must be unique","The value of attribute ""%s"" must be unique"
"The value of attribute ""%s"" must be unique.","The value of attribute ""%s"" must be unique."
"This attribute is used in configurable products","This attribute is used in configurable products"
"URL","URL"
"Unique Value","Unique Value"
"Unique Value (not shared with other products)","Unique Value (not shared with other products)"
"Unknown parameter","Unknown parameter"
"Values Required","Values Required"
"Wrong attribute group ID","Wrong attribute group ID"
"Wrong attribute set ID","Wrong attribute set ID"
"Wrong entity ID","Wrong entity ID"
"Wrong type definition for %s","Wrong type definition for %s"
"Yes","Đồng ý"
"Yes/No","Đồng ý/Không"
"Male", "Nam"
"Female", "Nữ"
